Name	Type	Latitude	Longitude	City	Country	
glasgow womens library	library	55.8652460452	-4.2724585533	glasgow	united kingdom	
creative art tattoo studio	tattoo parlor	55.865222	-4.272424	glasgow	united kingdom	
pjs	indian restaurant	55.865252	-4.27205	glasgow	united kingdom	
blk 176 woodlands street 13	home (private)	55.8673313491	-4.2747539044		united kingdom	
sport school hill	mountain	55.865453	-4.271626		united kingdom	
koh-i-noor	indian restaurant	55.8658258729	-4.2715125948	glasgow	united kingdom	
the berkeley suite	other nightlife	55.8658762034	-4.2714468133	glasgow	united kingdom	
wisdom coffee co	coffee shop	55.865271	-4.270507		united kingdom	
barclays stockbrokers	building	55.8656385716	-4.2709944961		united kingdom	
		55.8654748194	-4.2707312107		united kingdom	
venlaw building	building	55.865533681	-4.2704819756	glasgow	united kingdom	
the royal highland fusiliers	military base	55.8651869575	-4.2705817833	glasgow	united kingdom	
girlznight salon		55.866049	-4.27109	glasgow	united kingdom	
nanakusa	japanese restaurant	55.8658803549	-4.2694038028	glasgow	united kingdom	
box	bar	55.8660046071	-4.2692613602	glasgow	united kingdom	
ramboll	office	55.8660455238	-4.2698992522	glasgow	united kingdom	
seventh heaven	strip club	55.8652460452	-4.269733429	glasgow	united kingdom	
boots	cosmetics shop	55.8659321113	-4.2693913597	glasgow	united kingdom	
tay house	building	55.8654033953	-4.2703058009	glasgow	united kingdom	
bus 747	bus line	55.8653844426	-4.2697534728		united kingdom	
edenfit	gym	55.8652567299	-4.2703270021	glasgow	united kingdom	
cica	government building	55.8654027176	-4.270183841	glasgow	united kingdom	
349 securi group	building	55.865448021	-4.2701178346		united kingdom	
sysnet newton house	office	55.866042	-4.270326	glasgow	united kingdom	
long term conditions alliance hub	convention center	55.865196228	-4.2701530457		united kingdom	
nice n sleazy	pub	55.8658409909	-4.2689087819	glasgow	united kingdom	
the griffin	pub	55.8652220333	-4.26809522	glasgow	united kingdom	
loon fung authentic cantonese restaurant	arcade	55.8659684855	-4.268746376	glasgow	united kingdom	
variety bar	dive bar	55.8659444043	-4.2681884766	glasgow	united kingdom	
elmbank express cafe	fast food restaurant	55.8654461716	-4.2681187664	glasgow	united kingdom	
noodle bar	ramen   noodle house	55.866045	-4.268695	glasgow	united kingdom	
broadcast	bar	55.8660385984	-4.2690997392	glasgow uk	united kingdom	
bath street dental practice	dentists office	55.865312	-4.268703		united kingdom	
pantheon club rooms	theater	55.865343	-4.268508	glasgow	united kingdom	
3 in 1 xtra	fast food restaurant	55.86578869	-4.268075	glasgow	united kingdom	
on top of the 69	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
tsb bank	bank	55.865980526	-4.2687892914	glasgow	united kingdom	
kings cafe	caf?	55.865686	-4.2680922	glasgow	united kingdom	
massimo	italian restaurant	55.8652475503	-4.2681187391	glasgow	united kingdom	
christian aid office	office	55.865462	-4.269071	glasgow	united kingdom	
teatro	italian restaurant	55.8655286226	-4.2680609556		united kingdom	
bus stop 6090158	bus station	55.8660049438	-4.2683939934		united kingdom	
express take away	fast food restaurant	55.866037	-4.269089		united kingdom	
b flats	home (private)	55.8673313491	-4.2747539044		united kingdom	
where the magic happens	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
capitol	bar	55.865923	-4.268447	glasgow	united kingdom	
the local	bar	55.865889	-4.269079	glasgow	united kingdom	
asl asbestos surveys removal	building	55.8652701267	-4.2686390877	glasgow	united kingdom	
optimum it hq	coworking space	55.865156	-4.269162	glasgow	united kingdom	
nicos	bar	55.865794	-4.267206	glasgow	united kingdom	
pizza express	pizza place	55.8658631304	-4.2674857378	glasgow	united kingdom	
tesco express	grocery store	55.8659684855	-4.268027544	glasgow	united kingdom	
renfield centre		55.8651806187	-4.2674105459		united kingdom	
bar bushka	bar	55.8659006414	-4.2671209023		united kingdom	
smoak  variety bar	bbq joint	55.866021	-4.267861		united kingdom	
ocouture	bar	55.8656794261	-4.2671022287	glasgow	united kingdom	
nicos	home (private)	55.8678415015	-4.2600336865	glasgow	united kingdom	
indian gallery	indian restaurant	55.8659536	-4.26789176	glasgow	united kingdom	
rebel rouge	salon  barbershop	55.8657975637	-4.2676382411	glasgow	united kingdom	
rbs charing cross	bank	55.8659133911	-4.2678861618	glasgow	united kingdom	
bank of china	bank	55.865920354	-4.2676424985		united kingdom	
hogs head	bar	55.865804872	-4.2671235113	glasgow	united kingdom	
quiznos sub	fast food restaurant	55.865753	-4.2670272	glasgow	united kingdom	
kebab city	fast food restaurant	55.8655471802	-4.2674918175	glasgow	united kingdom	
flat 2.4	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
flat11 bentinck street	home (private)	55.8673313491	-4.2747539044		united kingdom	
7 bentinck street	road	55.865833	-4.267136		united kingdom	
the state bar	bar	55.8656081933	-4.2662752812	glasgow	united kingdom	
campus	sports bar	55.8656915516	-4.2662143707	glasgow	united kingdom	
the henglers circus (wetherspoon)	pub	55.8656407952	-4.2663972582	glasgow	united kingdom	
firewater	bar	55.8657035922	-4.265935421	glasgow	united kingdom	
china buffet king	chinese restaurant	55.8656674703	-4.2662572861	glasgow	united kingdom	
cook  indis world buffet	chinese restaurant	55.8658236166	-4.2665067497		united kingdom	
ny slice	pizza place	55.8656162706	-4.2668347977		united kingdom	
hot flame world buffet	restaurant	55.865616401	-4.2665168289		united kingdom	
budda	bar	55.8657550462	-4.2663595303	glasgow	united kingdom	
coda hairdressers	salon  barbershop	55.8659504386	-4.2663030801		united kingdom	
royal bank of scotland	bank	55.8653423713	-4.2667508125	glasgow	united kingdom	
mr chip	fish  chips shop	55.8656863548	-4.2657547767		united kingdom	
magical		55.865752	-4.266803		united kingdom	
225 bath street		55.865341805	-4.2663253881		united kingdom	
three point four	home (private)	55.8678415015	-4.2600336865	glasgow	united kingdom	
bistro fast food	fast food restaurant	55.865679511	-4.2662787437	glasgow	united kingdom	
319 sauchiehall street	lounge	55.865522	-4.26645	glasgow	united kingdom	
mi technologies	building	55.865797	-4.266767		united kingdom	
university of glasgow - room 202	college classroom	55.8658135363	-4.2664834494	glasgow	united kingdom	
londis	convenience store	55.8658160968	-4.2664213199	glasgow	united kingdom	
slumdog bar  kitchen	indian restaurant	55.8657384511	-4.266835125	glasgow	united kingdom	
kfc jones	fried chicken joint	55.865901947	-4.2665114403		united kingdom	
father in laws	home (private)	55.8678415015	-4.2600336865	ardfern	united kingdom	
dave  siobhans	home (private)	55.8678415015	-4.2600336865	glasgow	united kingdom	
o2 abc	music venue	55.865450738	-4.2645835876	glasgow	united kingdom	
cocktail  burger	burger joint	55.8656540634	-4.26540464	glasgow	united kingdom	
centre for contemporary arts	general entertainment	55.8656554297	-4.2648839951	glasgow	united kingdom	
icafe	coffee shop	55.865487	-4.265008	glasgow	united kingdom	
kama sutra	indian restaurant	55.865607267	-4.2655491829	glasgow	united kingdom	
cafe antipasti	italian restaurant	55.865553	-4.264643975	glasgow	united kingdom	
bagel mania	bagel shop	55.865609	-4.2647016048	glasgow	united kingdom	
thairiffic	thai restaurant	55.86544	-4.264634		united kingdom	
saramago	caf?	55.8657943225	-4.2649126344	glasgow	united kingdom	
diablero	indian restaurant	55.8652085221	-4.2649336841	glasgow	united kingdom	
alla turca	mediterranean restaurant	55.8651597988	-4.2645967371	glasgow	united kingdom	
glasgow dental hospital	hospital	55.8657156329	-4.2657101154	glasgow	united kingdom	
torres tapas restaurant	spanish restaurant	55.865685	-4.265422	glasgow	united kingdom	
torres	paella restaurant	55.8652492161	-4.2653304631		united kingdom	
hely hair	cosmetics shop	55.865618	-4.265239		united kingdom	
southern spice	indian restaurant	55.865575	-4.265386	glasgow	united kingdom	
glasgow center for contemporary arts	art gallery	55.8656313483	-4.2655706406	glasgow	united kingdom	
contemporary center of art	performing arts venue	55.8658930778	-4.2651303213		united kingdom	
rawalpindi	indian restaurant	55.865635	-4.265123	glasgow	united kingdom	
the embassy of new great britain	government building	55.865893	-4.264728	glasgow	united kingdom	
geoffrey tailor kiltmakers	mens store	55.8651550297	-4.2654318817	glasgow	united kingdom	
electron club	nightclub	55.86557736	-4.2648613	glasgow	united kingdom	
1 brasserie  downstairs	mediterranean restaurant	55.8652458191	-4.2648744583		united kingdom	
amerikandy	candy store	55.865737915	-4.2652549744		united kingdom	
glasgow buddhist centre	spiritual center	55.865549	-4.265417		united kingdom	
news 4 u	convenience store	55.86566145	-4.2650449276	glasgow	united kingdom	
the hoggshead	pub	55.865577	-4.2656755		united kingdom	
mumbai brasserie		55.865227	-4.265382	glasgow	united kingdom	
wok to walk	asian restaurant	55.8655243226	-4.2642763159	glasgow	united kingdom	
yokoso	asian restaurant	55.8655194683	-4.2639407455	glasgow	united kingdom	
papa tonys	italian restaurant	55.8654269985	-4.2638124883	glasgow	united kingdom	
ceroc scotland dance classes	nightclub	55.8655350229	-4.2635965347	glasgow	united kingdom	
oko asian cuisine	asian restaurant	55.8654462904	-4.26394138	glasgow	united kingdom	
blue lagoon	fast food restaurant	55.865525941	-4.2643912381	glasgow	united kingdom	
biggars music		55.8654874	-4.263558		united kingdom	
greggs	bakery	55.8654146158	-4.2639827728	glasgow	united kingdom	
city cutz	salon  barbershop	55.865473	-4.264444	glasgow	united kingdom	
subway	sandwich place	55.8654266565	-4.2643904686	glasgow	united kingdom	
the new brunswick	lounge	55.8655232013	-4.263864064		united kingdom	
chukoku	asian restaurant	55.8653424587	-4.2637392827	glasgow	united kingdom	
absolut	salon  barbershop	55.8654553667	-4.2637626333		united kingdom	
mackintosh museum	art museum	55.865607267	-4.2642617226	glasgow	united kingdom	
sauchie barber	salon  barbershop	55.8653717041	-4.2638230324	glasgow	united kingdom	
news box	convenience store	55.8652099228	-4.2636823654	glasgow	united kingdom	
waffles 2 go	dessert shop	55.865523	-4.264398	glasgow	united kingdom	
tourbus	moving target	55.865504	-4.264081		united kingdom	
paperinos	italian restaurant	55.865450738	-4.2639613152	glasgow	united kingdom	
topolinos	bar	55.8654481557	-4.2638416348	glasgow	united kingdom	
capital	pub	55.8654087782	-4.2637199163		united kingdom	
yatess	bar	55.8653905343	-4.263381958	glasgow	united kingdom	
glasgow school of art	college arts building	55.8659347685	-4.2630417145	glasgow	united kingdom	
vanilla black	caf?	55.8652652589	-4.2623615782	glasgow	united kingdom	
jumping jaks	nightclub	55.8653905343	-4.2626523972		united kingdom	
trailfinders	general travel	55.8651857945	-4.2628197011	glasgow	united kingdom	
boconcept	furniture  home store	55.8655078115	-4.2622645202	glasgow	united kingdom	
nevisport	sporting goods shop	55.8655057024	-4.2630166675	glasgow	united kingdom	
glasgow film theatre	indie movie theater	55.8656915516	-4.2615795135	glasgow	united kingdom	
sainsburys local	grocery store	55.865213	-4.261248	glasgow	united kingdom	
slanj kilts	mens store	55.8652853506	-4.2622432772	glasgow	united kingdom	
chukoku buffet	chinese restaurant	55.8651969173	-4.2618099578	glasgow	united kingdom	
bank of scotland	bank	55.8652340044	-4.2621803284	glasgow	united kingdom	
brunswick cellars	bar	55.8654473243	-4.2620196272	glasgow	united kingdom	
bradfords tea rooms	breakfast spot	55.8652846747	-4.2620282326	glasgow	united kingdom	
bradfords	breakfast spot	55.8654888929	-4.2621032591		united kingdom	
caf? cosmo	caf?	55.8657034974	-4.2616823275		united kingdom	
blytheswood hotel	hotel	55.865173849	-4.2619433631		united kingdom	
deichmann stores	shoe store	55.8653135906	-4.2618093269	glasgow	united kingdom	
cellars	pub	55.8651738004	-4.2618370056	glasgow	united kingdom	
taste	food	55.8651619891	-4.2613246024	glasgow	united kingdom	
amys	home (private)	55.8678415015	-4.2600336865	glasgow	united kingdom	
fitness first for women	gym	55.865355	-4.261664	glasgow	united kingdom	
clinique counter	cosmetics shop	55.8654403	-4.2612496	glasgow	united kingdom	
terrence higgins trust	medical center	55.865249	-4.261978	glasgow	united kingdom	
the celtic collection (the celtic shop)	gift shop	55.865161166	-4.2606407928	glasgow	united kingdom	
mandors	hobby shop	55.8658952568	-4.2606645983	glasgow	united kingdom	
greggs	bakery	55.8654274118	-4.2600925651	glasgow	united kingdom	
the coffee loft	caf?	55.8660100754	-4.2609648462	glasgow	united kingdom	
glasgow lofts	hotel	55.865991	-4.260757	glasgow	united kingdom	
rehab	bar	55.8656387329	-4.2608251572		united kingdom	
wellness centre	building	55.86525775	-4.26035595	glasgow	united kingdom	
club 30	nightclub	55.8655049212	-4.2600023746	glasgow	united kingdom	
magical	fast food restaurant	55.86577	-4.260489		united kingdom	
highlight comedy club	comedy club	55.865980526	-4.2607855797	glasgow	united kingdom	
lost souls	bar	55.865178	-4.260326		united kingdom	
2020	miscellaneous shop	55.865219	-4.26057	glasgow	united kingdom	
thats entertainment	electronics store	55.865182882	-4.2590689845		united kingdom	
loon fung cantonese restaurant	chinese restaurant	55.8653278655	-4.2589693882		united kingdom	
vodaphone	mobile phone shop	55.865382	-4.259555		united kingdom	
cafe revive	caf?	55.865372	-4.259067		united kingdom	
bus stop 6090163	bus station	55.8656005859	-4.2591929436		united kingdom	
barratts	shoe store	55.8651720232	-4.2588091331	glasgow	united kingdom	
hell	home (private)	55.8678415015	-4.2600336865	greenock	united kingdom	
fleming house	residential building (apartment  condo)	55.8653646	-4.2591033	glasgow	united kingdom	
thistle car park	parking	55.8659031866	-4.2583896012	glasgow	united kingdom	
savoy tower	building	55.86556408	-4.25824494	glasgow	united kingdom	
thistle grand ballroom	other nightlife	55.8657799654	-4.2582270259		united kingdom	
citizenm glasgow	hotel	55.8655109415	-4.2566227913	glasgow	united kingdom	
the flying duck	pub	55.8653905343	-4.2565155029	glasgow	united kingdom	
societym	coworking space	55.8654940846	-4.2564886808	glasgow	united kingdom	
theatre royal	theater	55.8659504246	-4.2564940453	glasgow	united kingdom	
cafe hula	caf?	55.8660229213	-4.256597392	glasgow	united kingdom	
trader joes	bar	55.8658537993	-4.256651395		united kingdom	
royal conservatoire of scotland	college academic building	55.8654989008	-4.2572879791	glasgow	united kingdom	
enzos	sandwich place	55.865497	-4.256482		united kingdom	
busstop 609018	bus line	55.8657950163	-4.2566174269	glasgow	united kingdom	
firstglasgow no 75	bus line	55.8657105438	-4.2575060489		united kingdom	
savoy nightclub	nightclub	55.8652821675	-4.2572665215	glasgow	united kingdom	
rcs	university	55.865708556	-4.2575635379	glasgow	united kingdom	
first glasgow bus number 3	general travel	55.8651906761	-4.2570577334	glasgow	united kingdom	
olive tree	asian restaurant	55.865234	-4.257588		united kingdom	
n40 bus	bus line	55.86587	-4.256628		united kingdom	
dobbies loan	trail	55.8656272888	-4.2572226524	glasgow	united kingdom	
chinese kitchen	asian restaurant	55.865282	-4.257615	glasgow	united kingdom	
tesco opticians	drugstore  pharmacy	55.8656274	-4.2572227	glasgow	united kingdom	
ladbrooks		55.865225	-4.256807		united kingdom	
wtms		55.865296	-4.257429		united kingdom	
n40 bus	bus line	55.865332	-4.256991		united kingdom	
the herald cafe	caf?	55.8652287698	-4.2554517014		united kingdom	
herald  times building	office	55.8658219156	-4.2557083876	glasgow	united kingdom	
		55.8652219636	-4.2553246021		united kingdom	
renfrew street	road	55.8652942083	-4.2562365532	glasgow	united kingdom	
evim	home (private)	55.8678415015	-4.2600336865		united kingdom	
citypark	coworking space	55.8653487733	-4.2564253909		united kingdom	
screen 11	multiplex	55.865277	-4.255349		united kingdom	
bus stop 609020	bus line	55.8652728857	-4.2559042416		united kingdom	
bcs stand  ibm uki academy	event space	55.86578	-4.25564	glasgow	united kingdom	
thai lemon grass	thai restaurant	55.8652099228	-4.254938364	glasgow	united kingdom	
tesco bank	office	55.8656759136	-4.255204166	glasgow	united kingdom	
polling station	voting booth	55.865639289	-4.2548427672		united kingdom	
holiday inn	hotel	55.8652701267	-4.2540478706	glasgow	united kingdom	
holiday inn express	hotel	55.8657457345	-4.2540210485	glasgow	united kingdom	
di maggios	italian restaurant	55.8657637954	-4.2538332939	glasgow	united kingdom	
concert square carpark	parking	55.8654748194	-4.2530500889	glasgow	united kingdom	
gallery apartments	housing development	55.8652433171	-4.2532258764	glasgow	united kingdom	
home base	home (private)	55.8678415015	-4.2600336865		united kingdom	
park inn	hotel	55.865207	-4.253191	glasgow	united kingdom	
city park	park	55.8655366614	-4.2532113932	glasgow	united kingdom	
flat 501	residential building (apartment  condo)	55.865201	-4.253568		united kingdom	
macconnells		55.865236	-4.252835		united kingdom	
cafe cara	turkish restaurant	55.8659913365	-4.2519005615		united kingdom	
port dundas place	italian restaurant	55.8655281067	-4.2524809837		united kingdom	
buchanan bus station	bus station	55.865197882	-4.2517089844	glasgow	united kingdom	
citylink 900 glw to edn	bus line	55.8652718349	-4.2515548665	glasgow	united kingdom	
buchanan bus station stance 49	bus line	55.865156	-4.251114		united kingdom	
x77 glasgow to ayr	bus line	55.865258086	-4.2511940002	glasgow	united kingdom	
citylink m9	moving target	55.8657	-4.2509		united kingdom	
ulsterbus 923	moving target	55.8654	-4.2509	glasgow	united kingdom	
buchanan bus station stance 6	bus station	55.8653572158	-4.2508530409		united kingdom	
stance 5	bus line	55.865384257	-4.2508785713		united kingdom	
stance 52	bus station	55.8652235782	-4.2513572457		united kingdom	
citylink gold g9 to aberdeen	bus line	55.8654731394	-4.2516153096		united kingdom	
m530c	college classroom	55.8654994197	-4.2518001461	glasgow	united kingdom	
thorntons	candy store	55.8658097462	-4.2517992416		united kingdom	
national express 532	moving target	55.865256	-4.251604		united kingdom	
stance 18	bus line	55.8653544121	-4.2516446114	glasgow	united kingdom	
x99	bus line	55.865622	-4.250986		united kingdom	
stance 46		55.8654810786	-4.2513853747	glasgow	united kingdom	
w715	college classroom	55.8654	-4.2512	glasgow	united kingdom	
w709	college classroom	55.8654	-4.2512	glasgow	united kingdom	
network rail	conference room	55.8655827455	-4.2512788183		united kingdom	
x25 to abronhill		55.8654434738	-4.251161147	glasgow	united kingdom	
stance 44	bus line	55.8654327393	-4.2518076897		united kingdom	
bus stop 6090149	bus station	55.8658342441	-4.2511284316		united kingdom	
x8 glasgow to silverburn	bus line	55.8653395013	-4.2507558082	glasgow	united kingdom	
x76 bus	bus line	55.8653395013	-4.2512239339	glasgow	united kingdom	
academy futures  gcu	college science building	55.866027	-4.25116	glasgow	united kingdom	
real learning cafe	college cafeteria	55.866	-4.2499	glasgow	united kingdom	
santander universities	bank	55.8660407287	-4.2505288124	glasgow	united kingdom	
stance 39	bus station	55.8652701267	-4.2505931854	glasgow	united kingdom	
eye clinic glasgow caledonian university	medical school	55.86572	-4.25029		united kingdom	
927	bus line	55.865172	-4.250232		united kingdom	
stance 16	bus line	55.865331	-4.249836		united kingdom	
research methodscpd-gcu	college arts building	55.865993	-4.250231		united kingdom	
buchanan bus station stance 14	bus station	55.8652961564	-4.249108335		united kingdom	
m534	college classroom	55.8657	-4.249	glasgow	united kingdom	
stance 22	bus line	55.865339	-4.249153		united kingdom	
curry karaoke bar		55.865583	-4.246165	glasgow	united kingdom	
yoga mat	yoga studio	55.8657315274	-4.2444678191	glasgow	united kingdom	
dave	track stadium	55.8657249612	-4.2445798191		united kingdom	
daves	bike shop	55.8657249612	-4.2445798191		united kingdom	
jimmys bbq	bbq joint	55.86576	-4.24399		united kingdom	
lanas veg	vegetarian  vegan restaurant	55.8658509694	-4.2438407972		united kingdom	
cluckies	fried chicken joint	55.865931	-4.244774	glasgow	united kingdom	
townhead shopping cente	mall	55.8657035787	-4.2443577128		united kingdom	
townhead laundry	laundry service	55.865972	-4.244722	glasgow	united kingdom	
jimmys bbq bag	bbq joint	55.86576	-4.24399		united kingdom	
pig out	bbq joint	55.86576	-4.24399		united kingdom	
yazz	jazz club	55.86576	-4.24399		united kingdom	
loki	ski lodge	55.86576	-4.24399		united kingdom	
speed	jazz club	55.86576	-4.24399		united kingdom	
mountain sugars	record shop	55.8657580342	-4.2439881677		united kingdom	
liby	college library	55.8657014213	-4.2439291921		united kingdom	
mex	mexican restaurant	55.8658083654	-4.2438226292		united kingdom	
mecos	mexican restaurant	55.8656864314	-4.2444812773		united kingdom	
spooner street	diner	55.8657088644	-4.2442161323		united kingdom	
yogis	jazz club	55.86576	-4.24399		united kingdom	
yoyo	dog run	55.8657880896	-4.2438444031		united kingdom	
townhead	other great outdoors	55.8657561994	-4.2433466514		united kingdom	
la casa del ghetto	residential building (apartment  condo)	55.8653924643	-4.2431509473		united kingdom	
st mungo avenue	residential building (apartment  condo)	55.865660437	-4.2435029961		united kingdom	
tandoori plus take away	snack place	55.8659481965	-4.2435749796		united kingdom	
yo	sushi restaurant	55.86573	-4.24365		united kingdom	
locos diner	diner	55.8660448603	-4.2434054729		united kingdom	
steves diner	diner	55.86573	-4.24365		united kingdom	
bb 2	baseball stadium	55.8658752428	-4.2436040279		united kingdom	
books	library	55.86573	-4.24365		united kingdom	
veggirama	vegetarian  vegan restaurant	55.86573	-4.24365		united kingdom	
pablos	bakery	55.86573	-4.24365		united kingdom	
greanbay	mall	55.86573	-4.24365		united kingdom	
st mungo place	home (private)	55.868349788	-4.2453162547		united kingdom	
sommerville hq	home (private)	55.868349788	-4.2453162547	glasgow	united kingdom	
blanket bay	home (private)	55.868349788	-4.2453162547	glasgow	united kingdom	
sommerville hq	residential building (apartment  condo)	55.865743	-4.242153	glasgow	united kingdom	
cupcakery bakery	cupcake shop	55.8658312829	-4.2412768439		united kingdom	
dougie  gays	home (private)	55.868349788	-4.2453162547	glasgow	united kingdom	
mcaslin court	residential building (apartment  condo)	55.8656654358	-4.2399311066		united kingdom	
st martyrs school	museum	55.86535	-4.237417	glasgow	united kingdom	
hospital	building	55.8658276212	-4.2361180263	glasgow	united kingdom	
56	bus line	55.865484	-4.2360556126	glasgow	united kingdom	
glasgow royal infirmary	hospital	55.865197882	-4.2351436615	glasgow	united kingdom	
medical illustration gri	hospital	55.8660012305	-4.2346261301		united kingdom	
princess royal maternaty	hospital	55.8660026531	-4.2341098197		united kingdom	
gri queen elizabeth building	hospital	55.8653062491	-4.2322254181	glasgow	united kingdom	
north glasgow healthy living		55.86534	-4.23271	glasgow	united kingdom	
princess royal maternity	hospital	55.8657155122	-4.2312094462	glasgow	united kingdom	
ward 62 dayroom	hospital	55.8653059698	-4.2316576974		united kingdom	
crystal canopies		55.865558347	-4.2303812772	glasgow	united kingdom	
townhead health centre	doctors office	55.8658193666	-4.2295205224		united kingdom	
first bus - 213	bus line	55.8656707237	-4.2291653782	glasgow	united kingdom	
alamo guest house	bed  breakfast	55.866936	-4.286141	glasgow	united kingdom	
beersbridge lodge	bed  breakfast	55.866769	-4.286016	glasgow	united kingdom	
argyll guest house	bed  breakfast	55.8663330086	-4.2860112299	glasgow	united kingdom	
taigh c?ilidh ghlaschu	general entertainment	55.8662964565	-4.2858101346	glasgow	united kingdom	
bouncy beans	sandwich place	55.866252	-4.286557	glasgow	united kingdom	
the house that g built	home (private)	55.8668193298	-4.289476906	glasgow	united kingdom	
the house that g built	home (private)	55.8668193298	-4.289476906	glasgow	united kingdom	
finlays flat	home (private)	55.8668193298	-4.289476906		united kingdom	
sikorski polish club	event space	55.8669200326	-4.2847376626	glasgow	united kingdom	
cava studios	building	55.866141	-4.285141	glasgow	united kingdom	
fek castle	gay bar	55.8665298555	-4.2852043647		united kingdom	
scott forsyths house		55.866561	-4.28537	glasgow	united kingdom	
the chokey	home (private)	55.8668193298	-4.289476906		united kingdom	
facetime		55.866793	-4.28524		united kingdom	
vajrayana centre	spiritual center	55.866104126	-4.2841506004		united kingdom	
15 royal terrace	spa  massage	55.866722757	-4.2825221951	glasgow	united kingdom	
orthodontist	medical center	55.8667800565	-4.2827072033		united kingdom	
sauchiehall st (bus stop 6090263) glasgow	bus station	55.8661059424	-4.2823671842	glasgow	united kingdom	
3 royal terrace	home (private)	55.8673313491	-4.2747539044		united kingdom	
arcaffe	coffee shop	55.8661369429	-4.2803070776	glasgow	united kingdom	
twig	tech startup	55.8663873117	-4.2803811954		united kingdom	
the sandwich concept	sandwich place	55.8661913334	-4.280352441	glasgow	united kingdom	
commitee rooms		55.8662017491	-4.2803946659	glasgow	united kingdom	
glasgow drugs and alcohol council	building	55.8663089489	-4.2802543544		united kingdom	
coffeekevingrove park	coffee shop	55.866916	-4.28058		united kingdom	
nva	general entertainment	55.866219	-4.28057	glasgow	united kingdom	
coltart earley architecture	office	55.8667751945	-4.2785310745	glasgow	united kingdom	
la belle pl	residential building (apartment  condo)	55.866861	-4.279378		united kingdom	
nhs education  for scotland		55.866073966	-4.2794133537	glasgow	united kingdom	
hindu temple	temple	55.8667974168	-4.2792328235	glasgow	united kingdom	
artisan coffee house	caf?	55.8662019	-4.2787907	glasgow	united kingdom	
pulsion clifton street		55.866272	-4.278838	glasgow	united kingdom	
city car club vehicle	rental car location	55.8662574578	-4.2788851261	glasgow	united kingdom	
grandads house	home (private)	55.8673313491	-4.2747539044		united kingdom	
clairmont gardens	road	55.8668835572	-4.277780056	glasgow	united kingdom	
adeogroup	tech startup	55.8661009314	-4.2781877518	glasgow	united kingdom	
the scaramouche	bar	55.866659	-4.276296	glasgow	united kingdom	
the mews	sandwich place	55.866519	-4.276437		united kingdom	
alienation digital	coworking space	55.8661576498	-4.2768915102	glasgow	united kingdom	
acorn hotel	hotel	55.8668474331	-4.2763556829	glasgow	united kingdom	
the patio	coffee shop	55.86638609	-4.276329	glasgow	united kingdom	
the food gallary	caf?	55.866771	-4.276211		united kingdom	
chunk	office	55.8668100578	-4.2770570809	glasgow	united kingdom	
black cat poker club	speakeasy	55.8666547913	-4.2762458324	glasgow	united kingdom	
relationship scotland	building	55.8661337348	-4.2762417332	glasgow	united kingdom	
frontpage design ltd	building	55.866786	-4.275997	glasgow	united kingdom	
levy mccallum	office	55.866465	-4.275819	glasgow	united kingdom	
organic digital	tech startup	55.8665948	-4.275593	glasgow	united kingdom	
15 glasgow	bed  breakfast	55.8667325275	-4.2742578204	glasgow	united kingdom	
st georges cross post office	post office	55.8669020044	-4.2748113042	glasgow	united kingdom	
the berkley clinic	dentists office	55.8661524958	-4.275001246	glasgow	united kingdom	
arty party	clothing store	55.866929745	-4.2749531076	glasgow	united kingdom	
akbars	indian restaurant	55.866178	-4.27377	glasgow	united kingdom	
bocadillo	coffee shop	55.8661596	-4.2733099889	glasgow	united kingdom	
service point	paper  office supplies store	55.8664264995	-4.2728265601	glasgow	united kingdom	
akbars	indian restaurant	55.866097	-4.273696		united kingdom	
akbars	restaurant	55.866126	-4.273787		united kingdom	
cafe bella turca	turkish restaurant	55.8662876919	-4.2733421358	glasgow	united kingdom	
babe central 2.0	residential building (apartment  condo)	55.8662305348	-4.2729829638		united kingdom	
screemedia		55.86623	-4.273821	glasgow	united kingdom	
marque creative		55.866449	-4.273046	glasgow	united kingdom	
chilli grill	restaurant	55.8663828801	-4.2720759513	glasgow	united kingdom	
ifull	coffee shop	55.8665978598	-4.2720970885	glasgow	united kingdom	
charing cross post office	post office	55.8662961156	-4.2722001258	glasgow	united kingdom	
cafe salma	indian restaurant	55.8662524836	-4.2723258182	glasgow	united kingdom	
optimax laser eye centre		55.8666330189	-4.2720585191		united kingdom	
lesleynatalies street cafe	caf?	55.866869	-4.272108	glasgow	united kingdom	
fountain news	convenience store	55.8666658333	-4.2719893667	glasgow	united kingdom	
thai fountain	thai restaurant	55.866575	-4.272348	glasgow	united kingdom	
sauchiehall street post office	post office	55.8666385	-4.2722486	glasgow	united kingdom	
clydesdale bank	bank	55.8666795	-4.27198205	glasgow	united kingdom	
5tooooooo9	home (private)	55.8673313491	-4.2747539044	glasgow	united kingdom	
sculpta cosmetic clinic	doctors office	55.8665013061	-4.2717688581	glasgow	united kingdom	
gogo studios		55.866937	-4.272173		united kingdom	
fast foods	food truck	55.866946	-4.271709		united kingdom	
candy world	candy store	55.866301	-4.2722181	glasgow	united kingdom	
charing cross	neighborhood	55.8664630555	-4.2706842113		united kingdom	
